id_matricula,idAluno,status,motivoCancelamento
621,316888791216704434353222092029713187768,Ativa,
622,317618328019315743576278912339917669304,Ativa,
623,318013675916436622505978562018067874744,Ativa,
624,318755251042201161618459349631606457272,Ativa,
625,319393275831069344899340420170859676600,Ativa,
626,320187348488053785734892343753691104184,Inativa,Insatisfação
627,320571226207174824561008432540339667896,Ativa,
628,321000998740908151347885782408613856184,Ativa,
629,321701041037775787838036175333525554104,Ativa,
630,322374530729030231265059057292951159736,Ativa,
631,322780106506562726635346566493059154872,Ativa,
632,323262559905484013149512916327553303480,Inativa,Insatisfação
633,323741248699035271881813182554208207800,Ativa,
634,324452608897374396062420717561683641272,Ativa,
635,324805680646977663540850306098347115448,Inativa,Insatisfação
636,325198649163921914084977500805669323704,Ativa,
637,325977463902913032866855243150688256952,Ativa,
638,326293814587613376539616616674918400952,Inativa,Insatisfação
639,326659835229641650353715976701401629624,Ativa,
640,327394274116352204649957885501872800696,Ativa,
641,327947338743604541598952170307344139192,Ativa,
642,328483709600874310481489818668897665976,Ativa,
643,328867264069092291105634561633665942456,Ativa,
644,329285514134238518371329907630874559416,Ativa,
645,329970102264954284976271382807880926136,Ativa,
646,330478379370393633324596011435540349880,Ativa,
647,331257232376587246495294534907970454456,Ativa,
648,331806278155296047383492039709575873464,Ativa,
649,332553402263106760546110582335171986360,Inativa,Motivos financeiros
650,333210655172420018180880228793691931576,Ativa,
651,333560676400081998942903063802674414520,Ativa,
652,334076961254362989012659491810411021240,Ativa,
653,334481346470297382533693146122208674744,Inativa,Insatisfação
654,334832201970510638496366239757696762808,Ativa,
655,335312064053920570968281254681198724024,Ativa,
656,335775237992547473881888316459604771768,Ativa,
657,336396457854321081587188190728239186872,Ativa,
658,337030821747483968255416752415715886008,Ativa,
659,337442797734440690927007723267641574328,Ativa,
660,338063255342062748889942662927941370808,Ativa,
661,338854770672417554303419542790973162424,Ativa,
662,339620272386348751192163796924703703992,Ativa,
663,340167769809077535810816592403868419000,Ativa,
664,499700981495830272093837268953072568,Ativa,
665,1191576756284146454366917235703022520,Ativa,
666,1826232050628760586232702502179177400,Ativa,
667,2673617734309862466634681063890486200,Ativa,
668,3336949820532839607718861519326544824,Ativa,
669,3959126996194107166092953395860341688,Ativa,
670,4376530270739381972717949296755082168,Ativa,
671,4802282292137759899812349974998680504,Ativa,
672,5110992529757877976318232919091184568,Ativa,
673,5859697635551563282071390806700458936,Ativa,
674,6625914383649451406759945724965946296,Ativa,
675,7190811816201456245580372532514784184,Ativa,
676,7913876945585950295661846597766218680,Ativa,
677,8615519968249024985756341014307799992,Ativa,
678,9381260792774689924338443508137591736,Ativa,
679,10096693952492347404260524218011354040,Ativa,
680,10890556892530612982067209068616090552,Ativa,
681,11593772990360408388054726209616217016,Ativa,
682,12109368480399361847911969102022050744,Ativa,
683,12695072812990862788886444546615149496,Ativa,
684,13363378447115672872707810035845301176,Ativa,
685,14088419130732460106839129413491360696,Ativa,
686,14422706437600733108343068702336615352,Inativa,Insatisfação
687,14808619369760438358088163161358468024,Ativa,
688,15238826786877805937452904136535442360,Ativa,
689,15923233247416927335244995486449664952,Ativa,
690,16534132927969589478322584009002189752,Inativa,Motivos financeiros
691,16948479817689551513684939276623807416,Inativa,Insatisfação
692,17641079658655085553952040829894001592,Ativa,
693,18407036379923601864253860790170551224,Ativa,
694,18847176314862732707775977871057879992,Ativa,
695,19280308518827476871058751079720420280,Ativa,
696,19972620603106759108074786607300084664,Ativa,
697,20653263171329315347014075210235380664,Ativa,
698,21155490731191724527434421907853935544,Ativa,
699,21792562959861998806036388245936538552,Ativa,
700,22166439153431724443052806558363943864,Ativa,
701,22486529011261928823298844692897334200,Inativa,Insatisfação
702,23257003956182308598477567898807436216,Ativa,
703,24028320779557564943794704277196506040,Ativa,
704,24761946943777047919117294909090169784,Inativa,Motivos financeiros
705,25236522686499541128646354496880116664,Ativa,
706,25898345000857646448916706020424942520,Ativa,
707,26225412007591507002079184475836908472,Ativa,
708,26653229744871119340879331171454157752,Ativa,
709,27272856565981052731751318292044972984,Ativa,
710,27916806591439190299045359277574456248,Ativa,
711,28552214553327689946347444736656409528,Ativa,
712,29298278112954987160621008147917833144,Ativa,
713,30048019602342521557557796984945116088,Inativa,Desistência
714,30456101842024318194898915802619315128,Ativa,
715,31018584083270238202802971905685193656,Ativa,
716,31814102654220564362269687060988429240,Ativa,
717,32360799793279792400961925462360327096,Ativa,
718,32952616499381106321194963614308762552,Ativa,
719,33398034456050612430378631548484453304,Ativa,
720,33885437872109465149617038979938649016,Ativa,
721,34614050874345858046816670297236964280,Ativa,
722,35395111335603443649456493401659933624,Ativa,
723,35880012805518258417993909975719871416,Inativa,Insatisfação
724,36689032806098965391429571894913008568,Ativa,
725,37072600584648248414815794740680983480,Ativa,
726,37797538192425604591918729145264374712,Ativa,
727,38531028242661888057142788696844796856,Ativa,
728,39032435791042274599406264876800410552,Ativa,
729,39463615654626342261315810914549892024,Ativa,
730,39803407654997943839602899465451865016,Ativa,
731,40190157395010124746231875563017208760,Ativa,
732,40872185822251380501782076138111370168,Ativa,
733,41559349818986810866937318700726092728,Ativa,
734,41902407604217250417634584879920579512,Inativa,Insatisfação
735,42591692538863187641983880876068701112,Ativa,
736,43397200513455962307752800647643399096,Ativa,
737,43748967454450782369714479093386576824,Ativa,
738,44397113244939350347399104512508822456,Ativa,
739,44965241285046036830512762780536538040,Ativa,
740,45546739236033330448484495630184743864,Ativa,
741,46097495075401839221494453182247732152,Ativa,
742,46458188257326328872641119506558878648,Ativa,
743,47265157912289329202725792642102461368,Ativa,
744,47837267563703170037431498934233334712,Ativa,
745,48533598496525988329934007555055682488,Ativa,
746,49146407813479731787157172174880768952,Ativa,
747,49898278797419324580167729701741396920,Ativa,
748,50519038026656074352172830366923752376,Ativa,
749,51303372195588749356205627843125969848,Ativa,
750,51976877890932020664289748476143862712,Ativa,
751,52559951056246422890196481729626375096,Ativa,
752,53032131018562647259589854535675544504,Ativa,
753,53477549371372965940424536160322454456,Ativa,
754,53988570861133645888520787323515044792,Ativa,
755,54377417532923091827823050527045059512,Ativa,
756,54810652416586454480601736877529367480,Inativa,Insatisfação
757,55209749865726483485250658366518461368,Ativa,
758,55711449607570222635529464342380807096,Ativa,
759,56245261870559755861074822040786305976,Ativa,
760,56782790726652833232337169944206902200,Ativa,
761,57403611278487369041468137124634297272,Ativa,
762,58118534050382109632105951893773353912,Ativa,
763,58773042179233223096858929634958640056,Ativa,
764,59223380759392002617828310161991926712,Ativa,
765,59704009375274260594365519458528920504,Ativa,
766,60085821299285902493198443867904672696,Ativa,
767,60839376515504223517708389709617824696,Ativa,
768,61322504225316668936721040158220354488,Ativa,
769,61936214128793712031940288033436468152,Ativa,
770,62449141848144485184698546075235255224,Ativa,
771,62864351532554227556489405319157646264,Ativa,
772,63201947486717258752968446708677870520,Ativa,
773,63552127962985893186548816996227875768,Ativa,
774,64297656970200706661366071348540212152,Ativa,
775,64872057820846297510593394045398287288,Ativa,
776,65330757428223369859636939727726445496,Ativa,
777,65837024515179731319986030513572021176,Ativa,
778,66533051766455632440988161148828517304,Ativa,
779,67028738645361676523681707267193045944,Ativa,
780,67624184952044093924012765567254791096,Ativa,
781,68425974748970074163520233670556517304,Ativa,
782,69001974820076015436896272401626825656,Ativa,
783,69323856818942292477529688786700862392,Ativa,
784,69655042977073432144602601980814427064,Ativa,
785,70017895522567248073290043895643898808,Ativa,
786,70356192962881180566956669511863108536,Ativa,
787,70751404508334372448553509107846611896,Ativa,
788,71075187190819366687564769517214368696,Ativa,
789,71409530908139349850680269062290015160,Ativa,
790,71924337998733123864462704910484636600,Ativa,
791,72374353327988845184693881488607019960,Ativa,
792,73111240206464765224069782809623135160,Inativa,Insatisfação
793,73680652376629482902335985689865487288,Ativa,
794,74334751212793047676956597854698472376,Inativa,Motivos financeiros
795,74928604478811790762657107023484945336,Inativa,Desistência
796,75265326308657802082581702011865269176,Ativa,
797,75777730012941705886750148156530623416,Ativa,
798,76130374009695558853068719012723295160,Ativa,
799,76640765080967112802042850188672107448,Inativa,Motivos financeiros
800,77310061621720488788199767850621338552,Ativa,
801,77920136378645052413334233874958648248,Ativa,
802,78702845102595584769299353779399033784,Ativa,
803,79380230997197992176651752276475773880,Ativa,
804,79815361335421346085085512457970254776,Ativa,
805,80138515976262089753256342932324352952,Ativa,
806,80450033663820900788011071536636363704,Ativa,
807,80851564209831742851869799094312764344,Ativa,
808,81622721309231370439340250141047391160,Ativa,
809,82218242961896338903775085807418999736,Ativa,
810,82638943950249944934231590820427072440,Inativa,Motivos financeiros
811,83086475001241868985918839351358522296,Ativa,
812,83617914143079612456512681134602322872,Ativa,
813,84032281711349990710958586790590809016,Ativa,
814,84759345723781067227810642613074396088,Ativa,
815,85243950484227266075918789980167865272,Ativa,
816,86002163920260613271709721550494368696,Ativa,
817,86492592980617723234610348344083743672,Ativa,
818,86995650217797981786468275973301470136,Ativa,
819,87543571273511730180071480164291445688,Ativa,
820,88392905732306195421887197602277229496,Inativa,Insatisfação
821,89054847760417859791973276868461986744,Ativa,
822,89935072804407661613981538060842828728,Ativa,
823,90488877739610531845448125930426074040,Ativa,
824,91400000737014784072400769403333116856,Ativa,
825,91987874336695925569786197526632989624,Ativa,
826,92406205056111592355946709803751179192,Ativa,
827,93055911166032716256525537942238921656,Ativa,
828,93549494695680331655135618671520777144,Ativa,
829,94085076836592271037130679400425325496,Ativa,
830,94512577502765501288465665239388783544,Ativa,
831,95107055878986481923019149877744763832,Ativa,
832,95656898455325688769153902127238874040,Inativa,Desistência
833,96306205730676715862406232744348877752,Ativa,
834,96654388151914903061603190016934413240,Ativa,
835,97307223536570852860427557210352255928,Ativa,
836,97878187786439224982533180189325919160,Ativa,
837,98682761423311468927517855792150873016,Ativa,
838,98982248155936163893714975040746030008,Ativa,
839,99446897243720919893397047123552502712,Ativa,
840,100182413871126155730175784699633599416,Ativa,
841,100764361283479392771223688350911431608,Ativa,
842,101462810618911517464197544174176961464,Ativa,
843,101847740567258908235052144512161022904,Ativa,
844,102233876289011603594435272305715446712,Ativa,
845,102796714027022725102023219704452350904,Ativa,
846,103555261330532907409459900926082155448,Ativa,
847,104110583247363438262682690526130734008,Ativa,
848,104917912518956090835560837558770598840,Ativa,
849,105657893494862680439589799044950787000,Inativa,Motivos financeiros
850,106377289726497463934600573727807898552,Inativa,Desistência
851,106963605304362762428505589843925140408,Inativa,Insatisfação
852,107384305896575555890993055336814085048,Ativa,
853,107841390517087937478649857506730574776,Ativa,
854,108442269498873957979694589072145384376,Ativa,
855,108985775406775273967254092541233202104,Ativa,
856,109726175658117889052663488991583273912,Ativa,
857,110249157589748047375715623294132814776,Inativa,Insatisfação
858,110976982430223748371751841022576165816,Ativa,
859,111399562472907705208869451944878670776,Ativa,
860,112047643533987499038774268676926604216,Ativa,
861,112751435858243260689528075918304871352,Ativa,
862,113493004883439286205678673911508894648,Ativa,
863,114112367557855397035255275712021791672,Ativa,
864,114910200066520114801081595311872541624,Ativa,
865,115384301311777310079348249317385438136,Ativa,
866,115801829370678544856209012976978756536,Ativa,
867,116572137857229482161642342227837715384,Ativa,
868,117266922335548184529308633575643677624,Ativa,
869,117726444885849292544219171992583275448,Ativa,
870,118490092423093168104710693863937016760,Ativa,
871,119026095265548058223910613743053308856,Ativa,
872,119423820958282315259357144019292652472,Ativa,
873,119934802754733575557845223079669924792,Ativa,
874,120737999247684996561180919338260235192,Inativa,Insatisfação
875,121153948051622834506763991905854555064,Ativa,
876,121831347335784706821468883411603293112,Ativa,
877,122576291005334864914140969431111828408,Ativa,
878,123302013130377437333448519478140994488,Ativa,
879,124027988310171080311286902575455273912,Ativa,
880,124622197548323999986902228666855719864,Ativa,
881,125042902656542056764334938036363330488,Ativa,
882,125530661807050598530407482183601357752,Ativa,
883,126037370591012977015850535460150707128,Ativa,
884,126863730942610530969076123838821172152,Ativa,
885,127290561100844403004725932408694899640,Inativa,Insatisfação
886,127867398296715469995100302874538935224,Ativa,
887,128689071906359492642292354989934511032,Ativa,
888,129228695158928634586110856733604971448,Ativa,
889,130013392272073787437088405167985132472,Ativa,
890,130834987208152433418891381068857082808,Ativa,
891,131297765005966765015141249119181603768,Ativa,
892,131639938525675382861561004254812177336,Ativa,
893,132341236588918870444627440964448027576,Ativa,
894,132933707481958064646704642558789944248,Ativa,
895,133496225217420791043685082805985084344,Ativa,
896,134227530234163093614733522519233659832,Ativa,
897,134829006913207121728137971973436474296,Ativa,
898,135235312382116373475232428501523235768,Ativa,
899,135993530334154983983050271389932323768,Ativa,
900,136719338500982046893481083846336447416,Ativa,
901,137276897583437493029770242992004924344,Ativa,
902,137672528642011197938971710298893059000,Ativa,
903,138087757975005243851053948040365999032,Ativa,
904,138697155014227660455886489651058574264,Ativa,
905,139212913080456093182923008663850582968,Ativa,
906,139649460414366014712916732257690190776,Ativa,
907,140482625672841918829951581663388763064,Ativa,
908,140879609393834229775793190913391723448,Inativa,Insatisfação
909,141205950987512109723558422148249027512,Ativa,
910,141929388093119608246638630992349496248,Ativa,
911,142375442014249616354037740538054312888,Inativa,Motivos financeiros
912,142716121449269540206852992075991090104,Ativa,
913,143532851063116347728535963128306074552,Ativa,
914,144117608064568665611607488578210497464,Ativa,
915,144600881871112787332305635366903481272,Ativa,
916,145284601423482910058288538890954605496,Ativa,
917,145655500698074324724392190705731371960,Ativa,
918,146380389976672547200471276805129765816,Ativa,
919,147154863804639509439964712596471546808,Ativa,
920,147747150888341670546920399372604933048,Ativa,
921,148383616783884223163832701196955812792,Ativa,
922,149187661335087196848816694466166653880,Ativa,
923,149756526355561591021098298439746454456,Ativa,
924,150461438094525516713102992078432109496,Inativa,Insatisfação
925,151044476557904737687963905204890633144,Ativa,
926,151571484072472245779511077057249674168,Ativa,
927,152422387565797143513588051730447467448,Ativa,
928,153116812506714356147845838053421876152,Ativa,
929,153679332064424820374827109668178101176,Ativa,
930,154465108185915254992777611298247803832,Ativa,
931,155278635476661398464950645610474898360,Ativa,
932,156019268262660992915170532321743078328,Ativa,
933,156482684956377839537995045496839996344,Ativa,
934,156969208622920133868599806653544793016,Ativa,
935,157525733144029468742275991860689503160,Inativa,Insatisfação
936,157903525506444111953116137251418670008,Ativa,
937,158671781983585929808815146144507364280,Ativa,
938,159534710885873567608755499172077241272,Ativa,
939,160040064551344302115678915604588528568,Ativa,
940,160391006014113886057894516483867018168,Ativa,
941,161222148973741613575545214834537923512,Ativa,
942,161746620949424177667722566090658939832,Ativa,
943,162208341368181593888659079640020943800,Ativa,
944,163008094129821169876259056085880800184,Ativa,
945,163641853591332235227203296759132718008,Ativa,
946,164255080203017941310036688985173263288,Ativa,
947,164836289050440220381324053246623613880,Ativa,
948,165476778785900547454854483727423374264,Ativa,
949,166086750387757517506603460733310337976,Ativa,
950,166481332069318720986824799520922272696,Inativa,Insatisfação
951,167268849071224081532442741734199526328,Ativa,
952,167634089395079752357740357341772252088,Ativa,
953,168289236815974193419456860102630572984,Ativa,
954,168656098306491231120919309015343956920,Ativa,
955,169424642302634813248306378299316372408,Ativa,
956,169980031801087968769364638087940146104,Ativa,
957,170673280679160819662752321055802786744,Ativa,
958,171000533555163938682866669632335643576,Ativa,
959,171332981263326792983399888327134151608,Ativa,
960,171876862633490264064434168257996653496,Ativa,
961,172587117361277826715024113223164232632,Ativa,
962,172909397164748087873511568722490557368,Ativa,
963,173262755720299656992443029365406827448,Ativa,
964,173711802881409454006303346444185371576,Ativa,
965,174441301496046431351948159581793027000,Ativa,
966,174862993707941253344389670202224411576,Ativa,
967,175482470708595872260294197172639105976,Ativa,
968,175986668831316336220520464801956365240,Ativa,
969,176657791818900153541380914146208646072,Ativa,
970,177124446805303445690678550226419319736,Ativa,
971,177611923586640786619521668661054276536,Ativa,
972,178096134345434802031490761225010414520,Ativa,
973,178666621879449325822242630834558600120,Ativa,
974,179081779510956296320498919399397524408,Ativa,
975,179732228543357316479164381859248604088,Ativa,
976,180435960891894054835497730858115400632,Ativa,
977,180811378944734470570845196549632558008,Ativa,
978,181693887898965071086046001536189072312,Inativa,Insatisfação
979,182167693227035275594639434048929530808,Ativa,
980,182879165374768032428139960300457952184,Ativa,
981,183222225299158859867088580647665796024,Ativa,
982,183664319159041917498789515744675890104,Ativa,
983,184200055794870759694913759044255876024,Ativa,
984,184894744724025469860211687993077138360,Ativa,
985,185570083759049321244852957825875575736,Ativa,
986,186215925594571974418180925573405344696,Ativa,
987,186543047902563269928563176013572604856,Ativa,
988,187070708970243358188105804412965094328,Ativa,
989,187630595696885310895745938687913100216,Ativa,
990,188170424071167202272167129632139903928,Ativa,
991,188580484083469842490952066847538938808,Ativa,
992,189319942311960162975469546463048238008,Ativa,
993,190028890488119702893743623472500966328,Ativa,
994,190591069364731355781080037945929630648,Ativa,
995,191442228210424036985400762493768565688,Inativa,Insatisfação
996,192161667542179228244170133611970036664,Ativa,
997,192680968454150811328664207506257740728,Ativa,
998,193372263407279735438506432049631724472,Ativa,
999,194164402421729853140951586657139950520,Ativa,
1000,194722168923514761617526193111177626552,Ativa,
1001,195184068873288435163371634447274476472,Ativa,
1002,195550926719309997208823735794622792632,Ativa,
1003,195886856346759028402495674275493839800,Ativa,
1004,196341622751236242613566211220553597880,Ativa,
1005,197114100742561308018503839730901451704,Ativa,
1006,197620048460794574476775097625664029624,Ativa,
1007,198098970026687300118363213154505458616,Ativa,
1008,198764481917345532213516834638492074936,Ativa,
1009,199079159144797249594608261279814779832,Ativa,
1010,199440436872104769486639888037046387640,Ativa,
1011,199754742281789807426891437861245289400,Inativa,Insatisfação
1012,200541665310160798534109417739739464632,Ativa,
1013,200971498928807423820396866972533654456,Ativa,
1014,201471287608143156397500517105277338552,Ativa,
1015,202089697563905033202299377943604102072,Inativa,Insatisfação
1016,202808261266008116807268476648258012088,Ativa,
1017,203259827328088729827548579017158558648,Ativa,
1018,204095094272031649837087738637916046264,Ativa,
1019,204755033491423116118656153833689056184,Ativa,
1020,205196937758313277115289446722039972792,Ativa,
1021,205931827928637512663363393869710623672,Ativa,
1022,206752641833490093028557825637429281720,Ativa,
1023,207535048381228795978653891604699677624,Ativa,
1024,208385903862287210069356591697887495096,Ativa,
1025,209198130781202006918632845765534548920,Ativa,
1026,209573482361614073187950718928910812088,Ativa,
1027,209946649542357458676187889161684124600,Ativa,
1028,210422040384415898635876942215934903224,Ativa,
1029,211043987639949549800006339906519696312,Ativa,
1030,211436517708242446404339032420245570488,Ativa,
1031,212120706608247303631053971623267009464,Ativa,
1032,212787796486218332328581187183373976504,Ativa,
1033,213159382193609770582657649717983577016,Ativa,
1034,213580941936016868728274438597485265848,Ativa,
1035,213942964249595697679043511874511700920,Ativa,
1036,214688972983334535024408851061770814392,Ativa,
1037,215444447343333439074133269654945399736,Ativa,
1038,215894045536313522798631440427360977848,Ativa,
1039,216288231552431130038144217587638338488,Ativa,
1040,216612334158236356881172781320043234232,Ativa,
1041,217479681932060065257072639633118200760,Ativa,
1042,218285462451531888992998298926759281592,Ativa,
1043,218805970642243864437225428863884198840,Ativa,
1044,219623591176778144864876617878993109944,Ativa,
1045,220350106534183810098379184867257877432,Ativa,
1046,221098355523445900785207759650613887928,Ativa,
1047,221590039557897236694612948780262359992,Ativa,
1048,222291246350297507842559115667670565816,Ativa,
1049,223104863802692592546712069277105783736,Ativa,
1050,223473352481211348209311995606241379256,Ativa,
1051,223988444317821198489898643262277944248,Ativa,
1052,224636364228818438303471286046807032760,Ativa,
1053,224991455187371544320555576456019968952,Ativa,
1054,225525452289664223327299756210675516344,Ativa,
1055,226277189694921817072623218458106266552,Ativa,
1056,226884172652032424043713033333022917560,Ativa,
1057,227284985628575374415779739287196795832,Ativa,
1058,227968897626152244287633582561952007096,Ativa,
1059,228487883210037020600681590250220553144,Inativa,Motivos financeiros
1060,229078826901015589841989533957030675384,Ativa,
1061,229516958639719471631336856749259097016,Ativa,
1062,230004871413635128555988142275887891384,Ativa,
1063,230347911134844514857567830966314206136,Ativa,
1064,231087698635578244627477528968379499448,Ativa,
1065,231519334536465744393914464327830864824,Ativa,
1066,232172942871075183358700515455846843320,Ativa,
1067,232707615710365946525723606843071398840,Ativa,
1068,233503573046880276679735768606979654584,Ativa,
1069,234203565430005529187216440179579683768,Ativa,
1070,234852946783688507117678182480834986936,Ativa,
1071,235449464255128117369117005771524277176,Ativa,
1072,235788740004792776003105189389234602936,Ativa,
1073,236486552028885635952485308949393048504,Ativa,
1074,236953126123335001036824938584706646968,Ativa,
1075,237374666454842283187591759803160200120,Ativa,
1076,237989139483980663679467064432192127928,Ativa,
1077,238346017116826628874360704449959429048,Ativa,
1078,238856269855726432916121273162185049016,Ativa,
1079,239659075516152171054753576213060780984,Inativa,Motivos financeiros
1080,240394844643711339851061149264425255864,Ativa,
1081,241030800468343625633972117269033255864,Ativa,
1082,241809104502599177466257207318133605304,Ativa,
1083,242565347058861819821914691303161201592,Inativa,Desistência
1084,243122335540090838226896550557896672184,Inativa,Motivos financeiros
1085,243679295419953188978426601951373558712,Ativa,
1086,244450269898438221191208334097916363704,Ativa,
1087,244897519451768732059191104175119532984,Ativa,
1088,245252462808255074005574119075877225400,Inativa,Insatisfação
1089,245784756188141046271563304822779413432,Ativa,
1090,246383732030235311635385560661871559608,Inativa,Desistência
1091,247076116608283294421934533450444047288,Ativa,
1092,247399211194176852276139534575697396664,Ativa,
1093,248049269631736677109715356746518889400,Ativa,
1094,248728846185032603922996908407482745784,Ativa,
1095,249450366919845207417856749485963871160,Ativa,
1096,249890378822073715215370440572794045368,Ativa,
1097,250454607331249612123000089922691662776,Ativa,
1098,250822048375775441666103977848894391224,Inativa,Motivos financeiros
1099,251404824435480415397736330761479652280,Ativa,
1100,251968462377932930977299641424926737336,Ativa,
1101,252496153948455587232298721108719567800,Ativa,
1102,253061865688061913678484894859772822456,Ativa,
1103,253679049112639907154817448105868526520,Ativa,
1104,254485070723410261795452694991902868408,Ativa,
1105,255211389436516566626058305105708712888,Ativa,
1106,255800173526241322051185060772780966840,Ativa,
1107,256179523118190183128428128424729772984,Ativa,
1108,256559816872151726689790420220224209848,Ativa,
1109,257201101582994721896375326282881434552,Ativa,
1110,257505745197489307813275052402123473848,Ativa,
1111,258059561541547580100435993857190265784,Ativa,
1112,258398755686204849037495511985279992760,Ativa,
1113,258723066820533813420373733971964724152,Ativa,
1114,259199004733054414377612676581988500408,Ativa,
1115,259584055028980664316503862371219145656,Ativa,
1116,260125858323669548758700279198682186680,Ativa,
1117,260915025965112731490999076194393260984,Ativa,
1118,261316161162592627372120260273313678264,Ativa,
1119,261998797032155879989045652023012492216,Ativa,
1120,262520609556107327772863502269221700536,Ativa,
1121,262981217215322231151064517128233419704,Ativa,
1122,263312653338306103323643910202631390136,Ativa,
1123,263745766606740006578904045958803489720,Ativa,
1124,264053964792745794970436128703231820728,Ativa,
1125,264866097034006387272544306692150789048,Ativa,
1126,265573552551584158452887433702434669496,Ativa,
1127,266235913855131848310590870466744026040,Ativa,
1128,266870549976261133993878168614994183096,Ativa,
1129,267199344632306780595501182388726399928,Ativa,
1130,267740473140735531045725323443233358776,Ativa,
1131,268376656191737907739153107974076236728,Ativa,
1132,268849185233338169960497664363403150264,Ativa,
1133,269390800757281895599864433464664392632,Ativa,
1134,270120772522505408127053294867069535160,Ativa,
1135,270887181557353718370975907667423527864,Ativa,
1136,271454966777201205632347804991888819128,Ativa,
1137,272026994982063981807154065278148805560,Ativa,
1138,272705696539533101086232333395310150584,Ativa,
1139,273280908052737537887768692691403277240,Ativa,
1140,273722430202199892590104289551948448696,Ativa,
1141,274193649839958281559882053442475393976,Ativa,
1142,274826022650169022253591026216074478520,Ativa,
1143,275484265436144733109429606436233806776,Ativa,
1144,275825856945771521173102765318382814136,Ativa,
1145,276385821791381712943962258844950987704,Ativa,
1146,276711520765433439694980053737696134072,Ativa,
1147,277518779603189617090142108013373424568,Ativa,
1148,278332494902365406908102465693809902520,Ativa,
1149,278972744180352503191597018634315367352,Ativa,
1150,279353145763843228666965688148027507640,Ativa,
1151,280130916830249547044635083170971386808,Inativa,Insatisfação
1152,280470781641302499231717815799569974200,Ativa,
1153,281215536193228735772894331713318290360,Inativa,Insatisfação
1154,282030847939879188022102509553451271096,Ativa,
1155,282772798290221394690503310164717994936,Ativa,
1156,283118247973678139884892226034445059000,Ativa,
1157,283962672346328946108075149277209559992,Ativa,
1158,284713761189848198081072507142766068664,Inativa,Motivos financeiros
1159,285136831417173630677475593139213566904,Ativa,
1160,285796007907044572135191042351318696888,Ativa,
1161,286493042782091329668770642908454060984,Ativa,
1162,287228193850754724689159103858696520632,Inativa,Insatisfação
1163,287806631217824092275225788450538259384,Ativa,
1164,288314170233701457736746645492179665848,Ativa,
1165,289111624427890169888641143811965453240,Ativa,
1166,289792823019357251235394092349052421048,Ativa,
1167,290593911647044980233459934683336016824,Ativa,
1168,291214718413179238563591054339317433272,Ativa,
1169,292073193504311136993144504997424399288,Ativa,
1170,292886724122640106063731230445463143352,Inativa,Insatisfação
1171,293557063860609307371484815947125228472,Ativa,
1172,294241464299808077680216683573965751224,Ativa,
1173,294739010901372819094301360469301265336,Inativa,Insatisfação
1174,295183903099955880543224628770911814584,Ativa,
1175,295899773599130616762720319607805313976,Ativa,
1176,296475669405974689266368983907898229688,Ativa,
1177,296964601687885579745412358008949965752,Ativa,
1178,297328176239624388163212479538384864184,Ativa,
1179,298039645376686969460806020577395737528,Ativa,
1180,298555460645648737484202947110053872568,Ativa,
1181,299107039903310257005854269415629259704,Ativa,
1182,299756572899696287241119077423292613560,Ativa,
1183,300357914019354253449968753305916277688,Ativa,
1184,301458394385099822814010269979600225208,Ativa,
1185,302053397172528485359940370238988878776,Ativa,
1186,302700728497506406701502015846429754296,Ativa,
1187,303384071636876424157189733428526056376,Ativa,
1188,304167965297225519853641905873598284728,Ativa,
1189,304759040190041212715594026180111762360,Ativa,
1190,305469432299462575101018517786339836856,Ativa,
1191,306151858689764140003189279018094691256,Ativa,
1192,306838761708932248384352143745587872696,Ativa,
1193,307190494344132699765024407686538855352,Ativa,
1194,307851352530981169004138117519053685688,Inativa,Desistência
1195,308468535797102837451026638953798435768,Ativa,
1196,309193797923433852050047638012277556152,Ativa,
1197,309577260328526991102162943444928168888,Ativa,
1198,310134608109473011694139400843457463224,Ativa,
1199,310838323740867459538545359932621063096,Ativa,
1200,311654254338695310704826741707539481528,Ativa,
1201,312434633754667923692306259693338362808,Ativa,
1202,313284132611899606029687262677882373048,Ativa,
1203,314156247702718122725888558773125252024,Ativa,
1204,314972352285590855214983334608897311672,Ativa,
1205,315539722666779417789484927337839723448,Ativa,
1206,316091073351192083659222320536197792696,Ativa,
1207,316464265805719311193202740813478757304,Ativa,
1208,316849211520471042303457377925776802744,Ativa,
1209,317208078334793253133996528125255877560,Ativa,
1210,318085277813712960227790791301090509752,Ativa,
1211,318528275033105005499163687926962062264,Ativa,
1212,319070848267077203564702188231909966776,Ativa,
1213,319782980226947379194318204918063956920,Ativa,
1214,320230835400352149101636573043594888120,Ativa,
1215,320703956910151692988867423063756768184,Inativa,Motivos financeiros
1216,321218682078825427251501392288375112632,Ativa,
1217,321623539653064730816077804245442888632,Ativa,
1218,322476875767891466521062044425829745592,Ativa,
1219,322937158274727411358583142017101202360,Ativa,
1220,323275436145685202832449516164106945464,Ativa,
1221,324106520318016344768245889541173674936,Ativa,
1222,324519095982935137904687883636139361208,Ativa,
1223,325283930991878777260711693708490441656,Ativa,
1224,326080103749766983698259533342542398392,Ativa,
1225,326655459695911684003334296698135774136,Ativa,
1226,327545025581805592558281141360758358968,Ativa,
1227,328308872932475329091491867135488295864,Ativa,
1228,328989454970381724435958235307826217912,Ativa,
1229,329350733093830056899673245377850770360,Ativa,
1230,329864887265136550863501219877500486584,Ativa,
